,id,facebook_id,page_name,page_type
9382,9382,130816306095,Genius Gluten Free,0
9383,9383,199843423480753,Microsoft Developer,0
9384,9384,15924095923,"National Library Board, Singapore",1
9385,9385,1711390915783604,Jack Bergman,2
9386,9386,110723742323578,Monte,0
9387,9387,537622946277193,לאומי עסקים Leumi Business,0
9388,9388,329736553786296,Andrea Orlando,2
9389,9389,273203686329,Hanford Site,1
9390,9390,299531326811067,Electoral College,1
9391,9391,188471241173951,Matrix Professional Haircare & Color,0
9392,9392,307698459372482,Alvin and The Chipmunks,3
9393,9393,1667682606803909,Thomas Silberhorn,2
9394,9394,103859252984490,Andreas Rimkus,2
9395,9395,1610251305905096,Dream Quest with Evette Rios,3
9396,9396,175816579181516,I Love Jenni,3
9397,9397,775663779243853,Lucia Borgonzoni,2
9398,9398,171268339624913,X-BIONIC,0
9399,9399,218617744964771,County of Humboldt - Government,1
9400,9400,1045126222212052,Romina Plonsker,2
9401,9401,816797071666133,"Ministry of Human Resource Development, Government of India",1
9402,9402,178846248823766,HUM FM UAE,0
9403,9403,174839475891161,Edith Sitzmann,2
9404,9404,708639902493666,Garuda Indonesia,0
9405,9405,123326971154939,GovCan - North,1
9406,9406,298757966949349,Big Oaks National Wildlife Refuge,1
9407,9407,75581908817,Sergio Silvestris,2
9408,9408,512699115420839,Senator Dean Smith,2
9409,9409,543708108975090,T.C. Salzburg Başkonsolosluğu,1
9410,9410,852013494856695,Gwenaëlle Grovonius Députée Fédérale PS,2
9411,9411,206400086043640,Porta a Porta,3
9412,9412,96178826234,Museums Victoria,1
9413,9413,1623327601224699,Christoph Dohmen,2
9414,9414,144313625623722,kinokino,3
9415,9415,293308870716416,Doritos,0
9416,9416,124792950909955,British Embassy Iraq,1
9417,9417,292175567480702,Microsoft,0
9418,9418,666103586798764,Paul Calandra,2
9419,9419,211281525566478,Hennepin County Government,1
9420,9420,358394850864152,NSW SES Hawkesbury Unit,1
9421,9421,1086431214726173,Ambassade d'Allemagne à Alger,1
9422,9422,172756724766,Lincolnshire Police,1
9423,9423,120621874637858,British Embassy Vilnius,1
9424,9424,184722968243235,Міністерство інфраструктури України,1
9425,9425,338081456286757,Jan O'Sullivan,2
9426,9426,576593855736870,Gustavo Valadares,2
9427,9427,285519091559469,CMR Falabella Argentina,0
9428,9428,179106362125358,CNN Showbiz en Español,3
9429,9429,1599441120291891,Egypt Expo 2015,1
9430,9430,145594805302,Loess Bluffs National Wildlife Refuge,1
9431,9431,952849801440316,Sérgio Vidigal,2
9432,9432,174603502644287,Consulat général du Canada à Minneapolis,1
9433,9433,466032333450312,Estás en Todas,3
9434,9434,193557864016971,US National Weather Service Birmingham Alabama,1
9435,9435,174113356016717,Leggo's,0
9436,9436,891199440972878,魏嘉彥,2
9437,9437,530157457140818,Extrem Schwer,3
9438,9438,145311948827731,Lexus Deutschland,0
9439,9439,452621504769108,Crossroads Hospice,0
9440,9440,252515568151639,Piotr Borys,2
9441,9441,53818518622,KING 5 Evening,3
9442,9442,1464544813804642,Policía Ciudad de México,1
9443,9443,441403812647441,Yukon Men,3
9444,9444,599702370085993,Lansing Police Department,1
9445,9445,54402378858,WISO,3
9446,9446,164625935468,Olapic,0
9447,9447,209615350894,National Archives at Atlanta,1
9448,9448,127855990558799,BMW Perú,0
9449,9449,127282283965558,Ambulance Victoria,1
9450,9450,261760511099,Kementerian Sumber Manusia,1
9451,9451,647687225371774,BBC Panorama,3
9452,9452,213184965759,Brother Sews,0
9453,9453,111630805593216,대학토론배틀,3
9454,9454,598252646853766,Rôney Nemer,2
9455,9455,289994511182983,Australia in Sri Lanka and Maldives,1
9456,9456,118569981537418,"Pacific Ocean Division, U.S. Army Corps of Engineers",1
9457,9457,398535523527823,Loavies,0
9458,9458,219173081616920,MANN/FRAU,3
9459,9459,264220843621571,L'OCCITANE en Provence,0
9460,9460,221941381164182,Xerox,0
9461,9461,168444436507800,Central Alabama Veterans Health Care System,1
9462,9462,1632661713611931,Jakob Engel-Schmidt,2
9463,9463,565965140225181,"Turkish Embassy, Dushanbe / TC Duşanbe Büyükelçiliği / Сафорати Туркия",1
9464,9464,241827959172257,Ri Happy Brinquedos,0
9465,9465,140028351003,Mercedes-Benz Vans UK,0
9466,9466,425782064147621,Barry Urban MLA,2
9467,9467,159597424207730,David Perdue,2
9468,9468,178521342176430,Paul and Shark,0
9469,9469,104757366254770,Michigan Department of Corrections,1
9470,9470,166389413387501,Fábio Porchat,3
9471,9471,465488856837301,Nicolas Ducote,2
9472,9472,174391842598070,Migrationsverket,1
9473,9473,125588077571256,Karen Buck,2
9474,9474,1637937699843257,Carsten Kühl,2
9475,9475,164064816316,Gerber Life,0
9476,9476,650154655016822,Marco Antonio Bernal,2
9477,9477,839764049423558,Rep. Ruben Gallego,2
9478,9478,882508388452237,Hollywood Medium with Tyler Henry,3
9479,9479,170178229988553,Hans-Jürgen Irmer,2
9480,9480,116702588357482,USAID Afghanistan,1
9481,9481,129410907341,Triumph,0
9482,9482,549641668392122,Gerardo García Castillo,2
9483,9483,1085254458174674,Etat-Major Général Des Armées Du Burkina Faso,1
9484,9484,492425197481174,BlaBlaCar,0
9485,9485,265705086938328,Hélène David,2
9486,9486,229668503842009,Préfet de l'Ardèche,1
9487,9487,563929193671900,Will Jawando,2
9488,9488,1501784390035322,Deo Debattista,2
9489,9489,308135689228837,Tennis-Point.fr,0
9490,9490,141832199171296,Volkswagen,0
9491,9491,334772243295460,Kesha: My Crazy Beautiful Life,3
9492,9492,261187005672,empik,0
9493,9493,190748304291242,U.S. Army Acquisition Support Center,1
9494,9494,405265516162289,UK in Kyrgyzstan,1
9495,9495,1945546135661813,Bruno Bilde,2
9496,9496,213647941987574,NSW SES Batemans Bay Unit,1
9497,9497,1567187933555959,DC's Legends of Tomorrow,3
9498,9498,806721369369848,Österreichische Botschaft Skopje/Austrian Embassy Skopje,1
9499,9499,31234419961,Dirty Jobs with Mike Rowe,3
9500,9500,140257382722811,Fairfield Inn & Suites by Marriott,0
9501,9501,339693142830332,Thicker Than Water,3
9502,9502,1546547835596029,Criminal Minds: Beyond Borders,3
9503,9503,245719602139691,Suomen suurlähetystö Pristina - Embassy of Finland in Pristina,1
9504,9504,117019301668737,RC-East,1
9505,9505,235085849849096,Jean-Marie Le Guen,2
9506,9506,116489971722596,Facebook,0
9507,9507,69128973580,NYC Quits Smoking,1
9508,9508,10080840973,Global National,3
9509,9509,47562714382,TigoUne Colombia,0
9510,9510,106246482783507,Farmacias Cruz Azul,0
9511,9511,448010328698132,Don Bacon,2
9512,9512,150300238338551,Adam Bandt,2
9513,9513,155545864531227,LATAM Airlines,0
9514,9514,130577231135,Modern Family,3
9515,9515,6750956837,Larry Bagnell,2
9516,9516,542370842459356,Prüne Bolivia,0
9517,9517,954763067944235,Karl-Heinz Paqué,2
9518,9518,157038661037356,税関,1
9519,9519,19598830896,Ralph Goodale,2
9520,9520,377882542632242,Commonwealth Heads of Government Meeting 2018,1
9521,9521,141700922567987,Asda,0
9522,9522,180122595454264,BAC Credomatic,0
9523,9523,43761823033,Horst Seehofer,2
9524,9524,1085343984872771,Tysklands ambassade i Oslo - Deutsche Botschaft Oslo,1
9525,9525,133405800033609,HQDA G-4,1
9526,9526,528435147205964,Hanuman Guardian,1
9527,9527,137334766333262,PAMI,1
9528,9528,100490833235,First Army Division East,1
9529,9529,847387425402196,Steffen Bilger,2
9530,9530,250638958292309,Hampton Creek,0
9531,9531,292602604891,Josh Frydenberg,2
9532,9532,105735272820062,ABC Landline,3
9533,9533,108755122568421,Westwing España,0
9534,9534,124476477566305,Greeley Water,1
9535,9535,147207215344994,Bengaluru Traffic Police,1
9536,9536,1648768832073060,Ione Belarra,2
9537,9537,655193467874666,Manfred Haimbuchner,2
9538,9538,1751260325133543,Bürgermeister Thomas Steiner,2
9539,9539,236205076409708,Batang Superbook,3
9540,9540,471918479502701,San Carlo,0
9541,9541,201486089874798,US National Weather Service Bismarck North Dakota,1
9542,9542,187216751390063,"Police Department, City of Alexandria, Virginia",1
9543,9543,146943552023920,X-BIONIC,0
9544,9544,1441985446047092,Kelly Ellis,2
9545,9545,192142524247415,Maryland Responds,1
9546,9546,323284941106559,ONP - Oficina de Normalización Previsional del Perú,1
9547,9547,1437367303257562,Anne Chain-Larché,2
9548,9548,121658954562795,Mark Gerretsen,2
9549,9549,165547437444,Band of Brothers,3
9550,9550,121583614586248,US National Weather Service Green Bay Wisconsin,1
9551,9551,132357620133258,AllSole.com,0
9552,9552,178276705529232,Centro de Operações Rio,1
9553,9553,143269652360593,Fulvio Martusciello,2
9554,9554,447923461909909,Dietmar Nietan,2
9555,9555,245551148789142,Canandaigua VA Medical Center,1
9556,9556,320511514668442,Vijay Rupani,2
9557,9557,94999047581,California Department of Public Health,1
9558,9558,173927656287650,王金平,2
9559,9559,145994245500326,Lenovo Brasil,0
9560,9560,189124004441511,Homeland,3
9561,9561,737531639665223,Australia in Egypt,1
9562,9562,125400970980780,Bernd Westphal,2
9563,9563,84588674291,"Dorothee Bär, MdB",2
9564,9564,609641045716407,Elaine Smith MSP,2
9565,9565,190636927643076,JAC Motors Brasil,0
9566,9566,414379725319621,Paola Taverna,2
9567,9567,1432687680122316,The Gifted,3
9568,9568,207683959418318,Vox Pop,3
9569,9569,164564743908816,Arnold Hansen,2
9570,9570,135856669814226,Carnation Dominicana,0
9571,9571,158537414176212,JBLM MWR,1
9572,9572,178397775621595,European Union in Uganda,1
9573,9573,464734387006943,Karelasyon,3
9574,9574,134985296539110,Ministerio de Salud de la Nación Argentina,1
9575,9575,255924254478929,hummel,0
9576,9576,169181216468457,Skyscanner,0
9577,9577,146986165366251,Hablemos de Fútbol – ESPN,3
9578,9578,33214866692,Tatort,3
9579,9579,271568432950768,Matignon,1
9580,9580,604028822974212,Magno Malta,2
9581,9581,511790028875691,NYS Environmental Facilities Corporation,1
9582,9582,17850134027,Indian Motorcycle,0
9583,9583,446753405496845,"Marwan Tabbara, Member of Parliament",2
9584,9584,1513059015618064,我的寶貝四千金,3
9585,9585,227184710807057,Md Shahriar Alam MP,2
9586,9586,154728491281940,Ole Hækkerup,2
9587,9587,163537050340668,Tassimo,0
9588,9588,111355981336,Oracle Health Sciences,0
9589,9589,368314706587162,農林水産省 maff　,1
9590,9590,235120966528539,Embassy of Canada to the Netherlands,1
9591,9591,195708267587504,Schweizerisches Generalkonsulat in München,1
9592,9592,354369721298468,Ministerstvo spravedlnosti České republiky,1
9593,9593,205338079620647,Jean-Christophe Lagarde,2
9594,9594,575272439175231,NYS Department of State Division of Consumer Protection,1
9595,9595,63973651067,Mark Reckless,2
9596,9596,253682311327278,Guy Caron,2
9597,9597,65189676254,Lindblad Expeditions,0
9598,9598,109987969134129,Suunto,0
9599,9599,232756440630,"British Embassy, Kabul",1
9600,9600,515911688547898,Cecilia Moreau,2
9601,9601,768684863155773,NSW SES Orange City Unit,1
9602,9602,140754841151,Mrs. Dash,0
9603,9603,200559876664896,EPP Group in the European Committee of the Regions,1
9604,9604,208847662663,The Beaches of Fort Myers & Sanibel,0
9605,9605,245581908831816,Sideserf Cake Studio,0
9606,9606,224177694273098,Secretaría de Economía,1
9607,9607,120650441453132,Embajada del Perú en Suecia,1
9608,9608,207756026015315,Gianni Cuperlo,2
9609,9609,162139800497748,Worten España,0
9610,9610,119666104757849,Volkswagen,0
9611,9611,191866027863642,Sabine Winton MLA,2
9612,9612,108087509216859,Disaster Date,3
9613,9613,1378215389130333,PAULA KOMMT,3
9614,9614,95857831518,T-Mobile Careers,0
9615,9615,49787268703,"City of Plano, Texas Government",1
9616,9616,1021964141227620,Ministère des Affaires Étrangères et de la Coopération Internationale,1
9617,9617,308714872532583,Samsung Deutschland,0
9618,9618,24932281961,Nutella,0
9619,9619,352835338080871,The Biggest Loser - SAT.1,3
9620,9620,204243256372846,AD Department of Economic Development,1
9621,9621,377257582358133,The People's Operator,0
9622,9622,137897666244218,Lebara,0
9623,9623,136040733109886,X-BIONIC,0
9624,9624,177684998962453,VA Western New York Healthcare System,1
9625,9625,270500406324866,Regional Health Command - Central,1
9626,9626,507654469414532,Bosch Professional Outillage électroportatif et accessoires,0
9627,9627,229011277115014,Ocean Spray,0
9628,9628,239811746164361,Olivier Dassault,2
9629,9629,50538245770,Dr. Birgit Malecha-Nissen,2
9630,9630,57495285387,Michael Bennet,2
9631,9631,201605666533004,Yapı Kredi Play,0
9632,9632,350547151644610,Senate Energy and Natural Resources Committee,1
9633,9633,1741613349432974,"Disaster Mitigation and Management Centre, Government Of Uttarakhand",1
9634,9634,598944870133394,Florian Ritter,2
9635,9635,295028737271747,HERE Technologies,0
9636,9636,23227690647,Go RVing,0
9637,9637,1572769329606300,Peace Corps Armenia,1
9638,9638,125158814215837,Baci Perugina,0
9639,9639,846145502080670,Ambassade du Canada en Algérie,1
9640,9640,258533167623844,Danone Brasil,0
9641,9641,235806073188005,The Following,3
9642,9642,491831437586086,New Mexico Historic Preservation Division,1
9643,9643,38128729372,Schleswig-Holstein.de,1
9644,9644,1348528641830572,Theresa May,2
9645,9645,227363224055470,Christina Kampmann,2
9646,9646,81985202121,This Morning,3
9647,9647,321416687873721,The 188th Army Band - ND Army National Guard,1
9648,9648,183741894979259,Zavvi,0
9649,9649,1059345184091837,Patrício Destro,2
9650,9650,848793558478526,Big Lots Latino,0
9651,9651,321942482625,Army Targeting Center,1
9652,9652,268201630002882,Steffen-Claudio Lemme,2
9653,9653,122103261195971,Maria Böhmer,2
9654,9654,449825571892933,Consulate General of Switzerland in San Francisco,1
9655,9655,172659994311,Yetenek Sizsiniz Türkiye,3
9656,9656,456058444410652,Zentralstelle für das Auslandsschulwesen,1
9657,9657,410507679118789,Ministère de la Culture et de la Communication Haïti,1
9658,9658,287814831337164,Jesper Petersen,2
9659,9659,274303669399248,Ambassade de France en Jordanie/ السفارة الفرنسية في الأردن,1
9660,9660,170483752988369,VA Loma Linda Healthcare System,1
9661,9661,148222905249493,Marcin Święcicki,2
9662,9662,288152579806,Off the Map,3
9663,9663,134688766586591,Mayor’s Community Affairs Unit,1
9664,9664,365393886867169,Tang Pakistan,0
9665,9665,1411964092378853,ASUS Republic of Gamers,0
9666,9666,215990895079142,Levi Roots,0
9667,9667,100101186744041,Ministerul Tehnologiei Informației și Comunicațiilor al Republicii Moldova,1
9668,9668,603158273027819,ABC7 Morning Show,3
9669,9669,314144325265362,Ambassade des Pays-Bas au Sénégal,1
9670,9670,1735588090048244,Hans-Jürgen Thies,2
9671,9671,203314719715066,K Shanmugam Sc,2
9672,9672,82414235393,DeMarini Sports,0
9673,9673,106343826062533,eBay Newsroom,0
9674,9674,102065566609156,Lorraine Richard,2
9675,9675,929311127138057,Wiko,0
9676,9676,297276700389130,Starbucks Middle East,0
9677,9677,119109884866316,Aberdeen Proving Ground MWR,1
9678,9678,148837415153421,Rolf Mützenich,2
9679,9679,268596443310040,Bakers' Corner,0
9680,9680,137415847698,Senior Sistemas,0
9681,9681,195033360527131,Quartermaster School,1
9682,9682,249404695146268,Beata Szydło,2
9683,9683,175335262547741,Dan Kildee,2
9684,9684,259680464673,Civil Defence Emergency Management Canterbury,1
9685,9685,466935680102181,Planeta Extremo TV Globo,3
9686,9686,291815397551910,Coffee Mate Egypt,0
9687,9687,381131031998248,Υπουργείο Εξωτερικών Κυπριακής Δημοκρατίας - Cyprus MFA,1
9688,9688,1194342513930027,The Open Road with Dr. Chris,3
9689,9689,407904822652721,British Embassy The Hague and British Consulate-General Amsterdam,1
9690,9690,602648309886771,Ylva Johansson,2
9691,9691,133490306870,NC Department of Administration,1
9692,9692,126685363508,Microsoft Dynamics,0
9693,9693,113158811451,Edward Scicluna,2
9694,9694,510054722400063,Camelia la Texana,3
9695,9695,199632623398731,Conclusiones CNN,3
9696,9696,279490782064463,U. S. Coast Guard Cutter RICHARD ETHERIDGE,1
9697,9697,113703402041168,Maharashtra Tourism Development Corporation Ltd (MTDC),1
9698,9698,747073765358904,Lenovo United States,0
9699,9699,182556315119442,Dr. Drew HLN,3
9700,9700,1675394899406675,Annalena Baerbock,2
9701,9701,151101804931044,Qui veut épouser mon fils ?,3
9702,9702,338950451036,The Inbetweeners,3
9703,9703,186966110047,Vogue Eyewear,0
9704,9704,149702621726235,Outside the Lines,3
9705,9705,604416636252003,Romanian Armed Forces,1
9706,9706,1389185004695396,Coralee O'Rourke MP,2
9707,9707,365705990205286,Hyvää Elämää MTV,3
9708,9708,119100711441041,Fractal,3
9709,9709,110912582348661,Almanya Başkonsolosluğu İstanbul -  Deutsches Generalkonsulat Istanbul,1
9710,9710,240215389478933,Myrtle Manor Cecil,3
9711,9711,174853265977219,Embassy of Brazil in London,1
9712,9712,467961036631940,Marta Grande,2
9713,9713,139065632780165,Monika Hohlmeier,2
9714,9714,102818410374,Michigan State Historic Preservation Office,1
9715,9715,137125882982280,"ANP - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",1
9716,9716,363375540400009,Linda Burney,2
9717,9717,118930884816779,Downy,0
9718,9718,256419631165324,Embaixada da Dinamarca no Brasil,1
9719,9719,507639912624014,Werner Widuckel,2
9720,9720,575580249157519,Saputo,0
9721,9721,257828134612885,Shimano-MTB,0
9722,9722,141112572669852,André Flahaut,2
9723,9723,306301166186398,Willy Demeyer,2
9724,9724,196962083762082,Ben & Jerry's,0
9725,9725,118110394871717,SBS Eurovision,3
9726,9726,46321397670,Telia Lietuva,0
9727,9727,126893087354793,Európai Parlament Tájékoztatási Irodája,1
9728,9728,419409574784938,"Embassy of Denmark in Kuala Lumpur, Malaysia",1
9729,9729,841516169260973,German Consulate General Karachi,1
9730,9730,526616710705073,Troels Ravn,2
9731,9731,1460362670862264,Préfet de la Meuse,1
9732,9732,123944737796026,Turkish Airlines,0
9733,9733,260110934044604,T.C. Vatikan Büyükelçiliği / Ambasciata di Turchia presso la Santa Sede,1
9734,9734,125815394103229,Chio,0
9735,9735,74936643518,Butterfinger,0
9736,9736,134687123337151,CDC HIV,1
9737,9737,418585731559362,MeliáRewards,0
9738,9738,356218257829827,CUT la série,3
9739,9739,379793122095056,David Stewart,2
9740,9740,179154835435473,IHG Rewards Club,0
9741,9741,147546801935011,Crock-Pot Slow Cooker,0
9742,9742,422688604450772,Maguito Vilela,2
9743,9743,1569237556643049,Peace Corps Ethiopia,1
9744,9744,1471563716464442,Pierre Giguère,2
9745,9745,202876413112285,NASA Explores,1
9746,9746,174625412640734,王廷升,2
9747,9747,165461127138,KFC,0
9748,9748,88605814755,Vodafone CU,0
9749,9749,351982408331236,Senador Garibaldi Alves,2
9750,9750,534732293214886,Mazda Philippines,0
9751,9751,92955766761,Columbus Division of Police,1
9752,9752,485290944851948,The 100,3
9753,9753,138451972078,MAFIOSA,3
9754,9754,248909158641649,Tổng lãnh sự quán Canada tại TP. Hồ Chí Minh,1
9755,9755,104702909575157,7th Mission Support Command,1
9756,9756,112821235704,Touring Club Schweiz,0
9757,9757,232277786914811,Altoona Police Department,1
9758,9758,172439329468414,T-Mobile Austria Karriere,0
9759,9759,125901204123652,Israel at the UN,1
9760,9760,131092990246230,United States Military Academy Preparatory School,1
9761,9761,166279802886,NYC DOT,1
9762,9762,390780920950791,Senado de la República,1
9763,9763,1169432743145480,Raed Saleh,2
9764,9764,313433438777354,Michael Donth MdB,2
9765,9765,113623891994626,صدى الملاعب,3
9766,9766,757265817628694,Señora Acero,3
9767,9767,292354150789145,Chupa Chups,0
9768,9768,1557596041146395,Chokis Colombia,0
9769,9769,206986182684706,José Pimentel,2
9770,9770,131841153527843,Thalassa,3
9771,9771,519482898083877,ASUS Republic of Gamers,0
9772,9772,296504210386982,Tic Tac,0
9773,9773,230684276986545,Ministerio de Desarrollo Social,1
9774,9774,510201938997288,Pennsylvania Department of Transportation (PennDOT),1
9775,9775,68221773985,Fadila Laanan,2
9776,9776,257737120903210,GENERALI,0
9777,9777,119110941438001,report München,3
9778,9778,468656409833524,West Manheim Township Police Department,1
9779,9779,259467697483833,Fundación Argentina de Nanotecnología,1
9780,9780,684254924927035,Idaho Fish and Game Magic Valley,1
9781,9781,496443053731900,Alberto Mourão,2
9782,9782,116783588405311,Marion Walsmann,2
9783,9783,276200669147200,Asia Miles 亞洲萬里通,0
9784,9784,74178981954,U.S. Department of Housing and Urban Development,1
9785,9785,57731677835,Robbins Brothers The Engagement Ring Store,0
9786,9786,298474626838597,Embassy of the Netherlands in Greece,1
9787,9787,174869899604039,Don Punch MLA,2
9788,9788,382558892104,Billboard Latin,0
9789,9789,237193392975945,San Remo,0
9790,9790,28823744586,Milo Colombia,0
9791,9791,251441685358605,Sister Circle Live,3
9792,9792,120938197072,Melitta Deutschland,0
9793,9793,121960041181265,Groupon,0
9794,9794,120389687996498,Arla,0
9795,9795,749037411843427,Gogglebox Australia,3
9796,9796,123398364360790,LightInTheBox,0
9797,9797,439205919486040,NYC Opportunity,1
9798,9798,379461070940,Battery Energy Drink,0
9799,9799,145305868857437,Bayer,0
9800,9800,280330042044510,Allstate Latino,0
9801,9801,179950905815136,Marco Voge,2
9802,9802,120766181437537,Krzysztof Brejza,2
9803,9803,502141629853795,Sonia Pacheco,2
9804,9804,128233564041320,Thomas Spies,2
9805,9805,139707956130959,WDR Lokalzeit aus Düsseldorf,3
9806,9806,441903969235054,MAPFRE,0
9807,9807,126529410723954,AFD - Agence Française de Développement,1
9808,9808,507136529297525,Ambassade de France en Roumanie,1
9809,9809,191739617570934,Cirilo Tirado,2
9810,9810,554069251420279,Insecure,3
9811,9811,180146548666495,TAKIS,0
9812,9812,212514162110594,"6th Battalion, Army Reserve Careers Division",1
9813,9813,362989843738755,The X-Files,3
9814,9814,456395114442888,Patrick Labaune,2
9815,9815,150987844972682,Estonian Embassy in Dublin,1
9816,9816,86893193239,Cheryl Gallant,2
9817,9817,276176405819537,Suomen suurlähetystö Soul - Embassy of Finland in Seoul,1
9818,9818,172037886144659,Grand Central Publishing,0
9819,9819,397307097023253,Justine Elliot MP,2
9820,9820,188389381206166,Christian Allard SNP,2
9821,9821,273956856033436,Prisma,0
9822,9822,370407109652637,APC Colombia,1
9823,9823,159471987561157,Institutul National al Patrimoniului,1
9824,9824,133450736758950,Sea-Doo,0
9825,9825,94099042471,BMC Software,0
9826,9826,689698511089833,Perfekcyjna Pani Domu TVN,3
9827,9827,880076568686762,Rock the Park,3
9828,9828,7707979947,Raúl Grijalva,2
9829,9829,871720142860465,Australia in East Africa,1
9830,9830,1718271515147635,Ambassade d'Allemagne au Sénégal,1
9831,9831,292257810837685,Sodimac Homecenter,0
9832,9832,546161298731190,Embassy of the Republic of Turkey in Dar es Salaam,1
9833,9833,1378617549025463,Capitão Augusto - Deputado Federal,2
9834,9834,38919827644,Giorgia Meloni,2
9835,9835,854515534566090,James Cartlidge MP,2
9836,9836,447117928788158,Hans-Ueli Vogt,2
9837,9837,620076528136392,TOYOTA GAZOO Racing,0
9838,9838,138334929514698,Unilever Careers,0
9839,9839,219219454836896,FONADE,1
9840,9840,314465608626384,Nike+ Run Club,0
9841,9841,838467822836241,Catherine Martin T.D.,2
9842,9842,607076092768471,Bastien Girod,2
9843,9843,153070058235940,Carsten Sieling,2
9844,9844,54076338394,Anne Arundel County Police Department,1
9845,9845,109149719130331,Marie Arena,2
9846,9846,193688072412,Air China,0
9847,9847,412185902235002,Sven Volmering,2
9848,9848,218188621574368,US National Weather Service Gray ME,1
9849,9849,176385219064033,Fuerzas Militares de Colombia,1
9850,9850,155179634496209,اسرائيل في الاردن | Israel in Jordan,1
9851,9851,487934561251567,4 Hochzeiten und eine Traumreise,3
9852,9852,126121477435636,Ізраїль в Україні - Israel in Ukraine,1
9853,9853,651845144834300,Rich Kids of Beverly Hills,3
9854,9854,1570126169927933,Delfina Gómez Álvarez,2
9855,9855,131443908968,City of Enid Oklahoma Government,1
9856,9856,148874415141120,Uhuru Kenyatta,2
9857,9857,453782157999488,Elena Valenciano,2
9858,9858,106000626118914,Mondelēz International,0
9859,9859,53010329859,House Committee on Education and the Workforce,1
9860,9860,472839662825732,Institutul Național de Statistică,1
9861,9861,105545149477125,L'OCCITANE en Provence,0
9862,9862,109178479145223,Saba MX,0
9863,9863,128346770665737,Hannah David,2
9864,9864,1479103082361100,"Swachh Bharat Mission, India",1
9865,9865,272597672803714,Unimed,0
9866,9866,440583122743566,Tahiti Tourisme,0
9867,9867,154133811324973,Manor,0
9868,9868,117767304933652,Act II México,0
9869,9869,462045090509080,Michela Montevecchi,2
9870,9870,67341283611,Marks and Spencer,0
9871,9871,1842637996004058,Defense Imagery,1
9872,9872,285691924869406,Enjoy Illinois,0
9873,9873,234040470040863,Brickleberry,3
9874,9874,104967729541410,Cadbury Dairy Milk SILK - Have you felt Silk lately?,0
9875,9875,193806577332516,Міністерство соціальної політики України,1
9876,9876,256903307817256,Nutralite,0
9877,9877,811717175509445,金管會,1
9878,9878,132895990116651,KPKT Malaysia,1
9879,9879,185105811599662,Edinho Silva,2
9880,9880,201713993264058,Microsoft,0
9881,9881,126101319986,BlaineBizMN,1
9882,9882,58441470686,Katie Brown Workshop,3
9883,9883,1167071973306679,Joanna Augustynowska,2
9884,9884,1441970056032575,O Ses Çocuklar,3
9885,9885,649719541756230,Rômulo Gouveia,2
9886,9886,129122660682,French's,0
9887,9887,280841025432969,Ali Kılıç,2
9888,9888,375976499245390,David Coburn MEP,2
9889,9889,1524680221094223,Cacá Leão,2
9890,9890,232372840163384,Charles Mok 莫乃光,2
9891,9891,109848425754962,Wizard World,0
9892,9892,153422998027662,USS Sampson (DDG 102),1
9893,9893,320631784698200,NOAA Climate.Gov,1
9894,9894,129066817188185,Hikmat Yassin Sons - أبناء حكمت ياسين,0
9895,9895,261596713873754,Agnès Maltais,2
9896,9896,114021868663131,Österreichisches Kulturforum Teheran  - ÖKFT,1
9897,9897,463635517043038,Municipio de Hurlingham,1
9898,9898,197908256931216,Tim Ryan,2
9899,9899,103932529657678,AirAsia,0
9900,9900,161436337607398,Curvy Supermodel,3
9901,9901,131565252967,Divendres,3
9902,9902,1560147330888040,Winkler Gyula,2
9903,9903,425150940934505,Consulat général du Canada à Chicago,1
9904,9904,351835591569774,Köln 50667,3
9905,9905,131452531057,NYS OASAS,1
9906,9906,194047637274003,MAGGI Okoskonyha,0
9907,9907,100326040039798,Studentská Pečeť,0
9908,9908,422482604618109,Tony Sievers MLA: Member for Brennan,2
9909,9909,1668534510055811,Corpo de Bombeiros Militar do Rio de Janeiro,1
9910,9910,314159455302022,Bosque del Apache National Wildlife Refuge,1
9911,9911,664638680273646,Sport Canada,1
9912,9912,127442750763418,Marcos Montes Cordeiro,2
9913,9913,786138054750620,Karin Nødgaard,2
9914,9914,150793518281117,Covestro,0
9915,9915,520449877993541,Raul Pont,2
9916,9916,611460352209312,Haut-commissariat du Canada en Inde,1
9917,9917,283986158449057,Camil,0
9918,9918,249502305186210,João Leite,2
9919,9919,339487829553575,Naval Air Station Corpus Christi,1
9920,9920,424817707872682,Bureau diplomatique de la Belgique au Mali,1
9921,9921,137166877101,Microsoft,0
9922,9922,657533204328880,"Montgomery County, Maryland Office of Energy and Sustainability",1
9923,9923,61815681457,NC Department of Natural & Cultural Resources,1
9924,9924,40155181493,Toys''R''Us,0
9925,9925,163180188405,FlySpiceJet,0
9926,9926,121166464709061,Heinz Riesenhuber,2
9927,9927,171857029512609,adidas Basketball,0
9928,9928,103339283038800,Underwood,0
9929,9929,705268979495371,Annette Lehmann,2
9930,9930,329553730562125,Unión Europea en Paraguay,1
9931,9931,402027323290064,Lenín Moreno,2
9932,9932,205617032819160,Dubai Culture & Arts Authority,1
9933,9933,189900121076185,Embajada Argentina en Paraguay,1
9934,9934,140095222235,"Consular Section, U.S. Embassy Georgetown",1
9935,9935,841352395911645,"India in Kyrgyzstan (Embassy of India, Bishkek)",1
